Type,v,w
curve,5,-0.75125
curve,5,-0.756
curve,5,-0.7475
curve,5,-0.748
straight,9,-0.48244999999999993
straight,9,-0.48019999999999996
straight,9,-0.4856
straight,9,-0.4851
straight,9,-0.5067
straight,9,-0.5047
curve,5,-0.8325
curve,5,-0.82875
exception,5,-0.8847499999999999
exception,5,-0.88125
exception,5,-0.91325
exception,5,-0.91125
exception,5,-0.91125
exception,5,-0.91125
exception,5,-0.88725
exception,5,-0.8887499999999999
exception,5,-0.792
exception,5,-0.7945
exception,5,-0.78725
exception,5,-0.79125
straight,9,-0.44945
straight,9,-0.4557
curve,5,-0.5535
curve,5,-0.5625
curve,5,-0.3545
curve,5,-0.3675
curve,5,-0.12000000000000001
curve,5,-0.136
curve,5,0.102
curve,5,0.088
curve,5,0.34854999999999997
curve,5,0.3358
curve,5,0.5823
curve,5,0.5700000000000001
curve,5,0.729
curve,5,0.72
curve,5,0.6907999999999999
curve,5,0.6872999999999999
curve,5,0.6688999999999999
curve,5,0.6698999999999999
curve,5,0.5779
curve,5,0.5829
curve,5,0.4587
curve,5,0.46545
curve,5,0.31825
curve,5,0.32625
curve,5,0.20435
curve,5,0.2116
curve,5,0.1134
curve,5,0.12
curve,5,0.029900000000000003
curve,5,0.035
straight,13,-0.02535
straight,13,-0.0216
curve,5,-0.10360000000000001
curve,5,-0.1
curve,5,-0.1689
curve,5,-0.165
curve,5,-0.25365
curve,5,-0.2484
curve,5,-0.2809
curve,5,-0.2784
curve,5,-0.3152
curve,5,-0.3132
curve,5,-0.3408
curve,5,-0.3393
curve,5,-0.35769999999999996
curve,5,-0.35669999999999996
curve,5,-0.34500000000000003
curve,5,-0.34400000000000003
curve,5,-0.34400000000000003
curve,5,-0.34400000000000003
curve,5,-0.33975000000000005
curve,5,-0.34
curve,5,-0.34
curve,5,-0.323
curve,5,-0.324
curve,5,-0.29425
curve,5,-0.296
curve,5,-0.24925
curve,5,-0.252
curve,5,-0.184
curve,5,-0.188
curve,5,-0.11245
curve,5,-0.11745
curve,5,-0.025449999999999997
curve,5,-0.030449999999999998
curve,5,0.07450000000000001
curve,5,0.069
curve,5,0.166
curve,5,0.161
curve,5,0.2492
curve,5,0.245
straight,13,0.1618
straight,13,0.1593
curve,5,0.3162
curve,5,0.315
curve,5,0.34680000000000005
curve,5,0.34500000000000003
curve,5,0.41054999999999997
curve,5,0.40454999999999997
curve,5,0.36475
curve,5,0.368
curve,5,0.27585000000000004
curve,5,0.2806
curve,5,0.1884
curve,5,0.195
curve,5,0.0837
curve,5,0.09
straight,13,0.0014000000000000002
straight,13,0.0054
curve,5,-0.0642
curve,5,-0.06
curve,5,-0.1236
curve,5,-0.12
curve,5,-0.1977
curve,5,-0.19319999999999998
curve,5,-0.21949999999999997
curve,5,-0.21749999999999997
curve,5,-0.24969999999999998
curve,5,-0.24794999999999998
curve,5,-0.27094999999999997
curve,5,-0.2697
curve,5,-0.28809999999999997
curve,5,-0.28709999999999997
curve,5,-0.29629999999999995
curve,5,-0.29579999999999995
curve,5,-0.29579999999999995
curve,5,-0.29579999999999995
curve,5,-0.255
curve,5,-0.256
curve,5,-0.2305
curve,5,-0.232
curve,5,-0.1895
curve,5,-0.192
curve,5,-0.1536
curve,5,-0.1566
curve,5,-0.08759999999999998
curve,5,-0.09134999999999999
curve,5,-0.01775
curve,5,-0.02175
curve,5,0.054599999999999996
curve,5,0.0506
curve,5,0.12335
curve,5,0.1196
curve,5,0.1989
curve,5,0.195
curve,5,0.2268
curve,5,0.225
straight,13,0.1333
straight,13,0.1323
straight,13,0.12050000000000001
straight,13,0.12150000000000001
curve,5,0.225
curve,5,0.225
curve,5,0.3137
curve,5,0.3082
curve,5,0.34664999999999996
curve,5,0.34364999999999996
curve,5,0.2955
curve,5,0.299
curve,5,0.20199999999999999
curve,5,0.207
curve,5,0.119
curve,5,0.125
curve,5,0.0402
curve,5,0.045
straight,13,-0.01995
straight,13,-0.0162
curve,5,-0.0989
curve,5,-0.095
curve,5,-0.1533
curve,5,-0.15
curve,5,-0.2156
curve,5,-0.2116
curve,5,-0.2369
curve,5,-0.2349
curve,5,-0.2625
curve,5,-0.261
curve,5,-0.2794
curve,5,-0.2784
curve,5,-0.28759999999999997
curve,5,-0.28709999999999997
curve,5,-0.28709999999999997
curve,5,-0.28709999999999997
curve,5,-0.2779
curve,5,-0.2784
curve,5,-0.26
curve,5,-0.261
curve,5,-0.2196
curve,5,-0.22185
curve,5,-0.17124999999999999
curve,5,-0.174
curve,5,-0.10499999999999998
curve,5,-0.10874999999999999
curve,5,-0.025949999999999997
curve,5,-0.030449999999999998
curve,5,0.045399999999999996
curve,5,0.0414
curve,5,0.11415
curve,5,0.1104
curve,5,0.17830000000000001
curve,5,0.17500000000000002
curve,5,0.17500000000000002
curve,5,0.2174
curve,5,0.23620000000000002
curve,5,0.23500000000000001
straight,13,0.12100000000000001
straight,13,0.12150000000000001
straight,13,0.1097
straight,13,0.1107
straight,13,0.0989
straight,13,0.0999
curve,5,0.26980000000000004
curve,5,0.265
curve,5,0.302
curve,5,0.299
curve,5,0.30115
curve,5,0.30015
curve,5,0.30015
curve,5,0.2301
curve,5,0.2346
curve,5,0.1543
curve,5,0.16
curve,5,0.0699
curve,5,0.075
straight,13,-0.0067
straight,13,-0.0027
curve,5,-0.07390000000000001
curve,5,-0.07
curve,5,-0.1389
curve,5,-0.135
curve,5,-0.2115
curve,5,-0.207
curve,5,-0.23254999999999998
curve,5,-0.23054999999999998
curve,5,-0.26275
curve,5,-0.261
curve,5,-0.284
curve,5,-0.28275
curve,5,-0.2965499999999999
curve,5,-0.29579999999999995
curve,5,-0.305
curve,5,-0.3045
curve,5,-0.3045
curve,5,-0.3045
curve,5,-0.28609999999999997
curve,5,-0.28709999999999997
curve,5,-0.2595
curve,5,-0.261
curve,5,-0.21499999999999997
curve,5,-0.21749999999999997
curve,5,-0.15769999999999998
curve,5,-0.16094999999999998
curve,5,-0.07815
curve,5,-0.08265
curve,5,-0.004449999999999999
curve,5,-0.0087
curve,5,0.0781
curve,5,0.0736
curve,5,0.1595
curve,5,0.155
curve,5,0.2186
curve,5,0.215
curve,5,0.2468
curve,5,0.245
straight,13,0.13820000000000002
straight,13,0.13770000000000002
straight,13,0.1259
straight,13,0.1269
curve,5,0.22440000000000002
curve,5,0.225
curve,5,0.304
curve,5,0.299
curve,5,0.34264999999999995
curve,5,0.3404
curve,5,0.26765
curve,5,0.2714
curve,5,0.19960000000000003
curve,5,0.20500000000000002
curve,5,0.09899999999999999
curve,5,0.105
curve,5,0.105
curve,5,0.105
curve,5,0.17920000000000003
curve,5,0.17500000000000002
curve,5,0.2916
curve,5,0.28500000000000003
straight,13,0.24830000000000002
straight,13,0.2403
curve,5,0.657
curve,5,0.645
curve,5,0.9571500000000001
curve,5,0.9384
curve,5,1.6004
curve,5,1.56165
exception,5,1.75475
exception,5,1.736
exception,5,2.042
exception,5,2.024
exception,5,1.816
exception,5,1.80375
exception,5,1.8772499999999999
exception,5,1.8719999999999999
exception,5,1.9139999999999997
exception,5,1.9109999999999998
exception,5,1.9109999999999998
exception,5,1.918
exception,5,1.9175
exception,5,1.8684999999999998
exception,5,1.8719999999999999
exception,5,1.7705
exception,5,1.77775
exception,5,1.5432499999999998
exception,5,1.5599999999999998
exception,5,1.2764999999999997
exception,5,1.2967499999999998
exception,5,1.05525
exception,5,1.078
exception,5,0.7405
exception,5,0.763
curve,5,0.44949999999999996
curve,5,0.4725
curve,5,0.13425
curve,5,0.156
curve,5,-0.1585
curve,5,-0.14
curve,5,-0.4877
curve,5,-0.47000000000000003
curve,5,-0.62155
curve,5,-0.6118
curve,5,-0.6337499999999999
curve,5,-0.6307499999999999
curve,5,-0.5205000000000001
curve,5,-0.524
curve,5,-0.36675
curve,5,-0.376
curve,5,-0.1465
curve,5,-0.16
curve,5,0.1296
curve,5,0.11309999999999999
curve,5,0.4688
curve,5,0.4508
curve,5,0.8769
curve,5,0.855
curve,5,1.11155
curve,5,1.0948
curve,5,1.2744999999999997
curve,5,1.2614999999999998
curve,5,1.3948999999999998
curve,5,1.3876499999999998
curve,5,1.32275
curve,5,1.32
curve,5,1.2902500000000001
curve,5,1.292
curve,5,1.292
curve,5,1.20275
curve,5,1.0890000000000002
curve,5,1.096
curve,5,1.096
straight,9,0.5822
straight,9,0.59045
curve,5,0.811
curve,5,0.8200000000000001
curve,5,0.6415000000000001
curve,5,0.652
curve,5,0.52025
curve,5,0.528
curve,5,0.2985
curve,5,0.312
curve,5,0.0725
curve,5,0.087
curve,5,-0.2286
curve,5,-0.21
curve,5,-0.5121
curve,5,-0.495
curve,5,-0.6376499999999999
curve,5,-0.6264
curve,5,-0.7597999999999999
curve,5,-0.7525499999999999
curve,5,-0.7344999999999999
curve,5,-0.732
curve,5,-0.7022499999999999
curve,5,-0.704
curve,5,-0.63175
curve,5,-0.636
curve,5,-0.636
curve,5,-0.52125
curve,5,-0.528
curve,5,-0.392
curve,5,-0.4
curve,5,-0.22575
curve,5,-0.23600000000000002
curve,5,-0.05325
curve,5,-0.064
curve,5,-0.064
curve,5,0.1098
curve,5,0.10005
curve,5,0.24645
curve,5,0.2392
straight,13,0.22300000000000003
straight,13,0.21600000000000003
curve,5,0.506
curve,5,0.5
curve,5,0.5361999999999999
curve,5,0.5307
curve,5,0.7422999999999998
curve,5,0.7307999999999999
curve,5,0.621
curve,5,0.624
curve,5,0.522
curve,5,0.528
curve,5,0.3665
curve,5,0.376
curve,5,0.20649999999999996
curve,5,0.21749999999999997
curve,5,0.026299999999999997
curve,5,0.0368
curve,5,-0.1826
curve,5,-0.17
curve,5,-0.3714
curve,5,-0.36
curve,5,-0.44659999999999994
curve,5,-0.43934999999999996
curve,5,-0.51755
curve,5,-0.5133
curve,5,-0.5133
curve,5,-0.489
curve,5,-0.4625
curve,5,-0.464
curve,5,-0.464
curve,5,-0.4045
curve,5,-0.40800000000000003
curve,5,-0.3315
curve,5,-0.336
curve,5,-0.23399999999999999
curve,5,-0.24
curve,5,-0.121
curve,5,-0.128
curve,5,-0.0011999999999999997
curve,5,-0.0087
curve,5,0.04415
curve,5,0.0414
curve,5,0.0414
curve,5,-0.0292
curve,5,-0.025
curve,5,-0.1946
curve,5,-0.185
curve,5,-0.4182
curve,5,-0.405
curve,5,-0.63935
curve,5,-0.6255999999999999
curve,5,-0.8492
curve,5,-0.8351999999999999
curve,5,-1.079
curve,5,-1.06575
straight,9,-0.7244499999999999
straight,9,-0.71295
curve,5,-1.317
curve,5,-1.308
exception,5,-1.40625
exception,5,-1.395
exception,5,-1.9385000000000001
exception,5,-1.9120000000000001
exception,5,-1.6095
exception,5,-1.6055
exception,5,-1.595
exception,5,-1.59575
exception,5,-1.47675
exception,5,-1.48525
exception,5,-1.58575
exception,5,-1.59375
exception,5,-1.59375
exception,5,-1.43775
exception,5,-1.2715
exception,5,-1.2825
exception,5,-1.2825
exception,5,-1.0625
exception,5,-1.07625
exception,5,-0.88425
exception,5,-0.89625
curve,5,-0.73925
curve,5,-0.752
curve,5,-0.5650000000000001
curve,5,-0.5760000000000001
curve,5,-0.423
curve,5,-0.432
curve,5,-0.35019999999999996
curve,5,-0.35669999999999996
curve,5,-0.30929999999999996
curve,5,-0.31279999999999997
curve,5,-0.3294
curve,5,-0.33
curve,5,-0.38830000000000003
curve,5,-0.385
curve,5,-0.491
curve,5,-0.485
curve,5,-0.6387
curve,5,-0.63
curve,5,-0.8049000000000001
curve,5,-0.795
curve,5,-0.9302499999999999
curve,5,-0.9199999999999999
curve,5,-1.0999999999999999
curve,5,-1.0875
straight,9,-0.7934
straight,9,-0.77665
exception,5,-1.6165
exception,5,-1.596
exception,5,-1.70975
exception,5,-1.68025
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
exception,5,-2.06525
exception,5,-1.98175
exception,5,-1.98575
exception,5,-1.98575
exception,5,-1.94375
exception,5,-1.94675
exception,5,-1.91525
exception,5,-1.9175
exception,5,-1.851
exception,5,-1.85575
exception,5,-1.69825
exception,5,-1.7095
exception,5,-1.4854999999999998
exception,5,-1.5014999999999998
exception,5,-1.2565
exception,5,-1.274
exception,5,-1.0907499999999999
exception,5,-1.1095
exception,5,-0.83575
exception,5,-0.854
curve,5,-0.635
curve,5,-0.6525
curve,5,-0.424
curve,5,-0.44
curve,5,-0.1085
curve,5,-0.128
curve,5,0.21499999999999997
curve,5,0.19574999999999998
curve,5,0.6172
curve,5,0.595
curve,5,0.8384
curve,5,0.8234
curve,5,0.9718499999999999
curve,5,0.9613499999999999
straight,9,0.5792499999999999
straight,9,0.57575
straight,9,0.55955
straight,9,0.5610499999999999
straight,9,0.51785
straight,9,0.52185
straight,9,0.52455
straight,9,0.5243
straight,9,0.4865
straight,9,0.49
straight,9,0.49
curve,5,0.6539999999999999
curve,5,0.6599999999999999
curve,5,0.6599999999999999
curve,5,0.5425000000000001
curve,5,0.552
curve,5,0.552
curve,5,0.3565
curve,5,0.368
curve,5,0.368
curve,5,0.15975
curve,5,0.17200000000000001
curve,5,0.17200000000000001
curve,5,0.17200000000000001
curve,5,-0.010750000000000001
curve,5,-0.0
curve,5,-0.0
curve,5,-0.18430000000000002
curve,5,-0.1748
curve,5,-0.1748
curve,5,-0.1748
curve,5,-0.3543
curve,5,-0.34500000000000003
curve,5,-0.34500000000000003
curve,5,-0.34500000000000003
curve,5,-0.4563
curve,5,-0.45
curve,5,-0.45
curve,5,-0.4528
curve,5,-0.4508
curve,5,-0.4508
curve,5,-0.4508
curve,5,-0.41709999999999997
curve,5,-0.41759999999999997
curve,5,-0.38079999999999997
curve,5,-0.3828
curve,5,-0.3828
curve,5,-0.31839999999999996
curve,5,-0.32189999999999996
curve,5,-0.22069999999999998
curve,5,-0.22619999999999998
curve,5,-0.0882
curve,5,-0.0957
curve,5,0.054
curve,5,0.046
curve,5,0.20900000000000002
curve,5,0.2
curve,5,0.3431
curve,5,0.335
curve,5,0.4052
curve,5,0.4002
curve,5,0.43365
curve,5,0.43065
curve,5,0.43984999999999996
curve,5,0.43934999999999996
curve,5,0.41174999999999995
curve,5,0.41324999999999995
curve,5,0.35805
curve,5,0.36105
curve,5,0.27825
curve,5,0.28275
curve,5,0.19074999999999998
curve,5,0.19574999999999998
curve,5,0.09059999999999999
curve,5,0.09659999999999999
curve,5,-0.0116
curve,5,-0.005
curve,5,-0.111
curve,5,-0.105
curve,5,-0.105
curve,5,-0.1898
curve,5,-0.23800000000000002
curve,5,-0.23500000000000001
curve,5,-0.23500000000000001
curve,5,-0.24559999999999998
curve,5,-0.245
curve,5,-0.20115
curve,5,-0.2024
curve,5,-0.15875
curve,5,-0.161
curve,5,-0.1008
curve,5,-0.105
curve,5,-0.0255
curve,5,-0.03
curve,5,0.0548
curve,5,0.05
straight,13,0.0742
straight,13,0.0702
curve,5,0.1936
curve,5,0.19
curve,5,0.27480000000000004
curve,5,0.27
curve,5,0.3545
curve,5,0.348
curve,5,0.35719999999999996
curve,5,0.35669999999999996
curve,5,0.3337
curve,5,0.33494999999999997
curve,5,0.27975
curve,5,0.28275
curve,5,0.20914999999999997
curve,5,0.21314999999999998
curve,5,0.1381
curve,5,0.1426
curve,5,0.0543
curve,5,0.06
curve,5,-0.0354
curve,5,-0.03
straight,13,-0.0634
straight,13,-0.0594
curve,5,-0.1683
curve,5,-0.165
curve,5,-0.218
curve,5,-0.215
curve,5,-0.2463
curve,5,-0.2438
curve,5,-0.2244
curve,5,-0.2254
curve,5,-0.1672
curve,5,-0.1702
curve,5,-0.09259999999999999
curve,5,-0.09659999999999999
curve,5,-0.009600000000000001
curve,5,-0.015
curve,5,0.09100000000000001
curve,5,0.085
straight,13,0.09605000000000001
straight,13,0.0918
curve,5,0.2495
curve,5,0.245
curve,5,0.32980000000000004
curve,5,0.325
curve,5,0.41614999999999996
curve,5,0.4089
curve,5,0.4089
curve,5,0.4089
curve,5,0.3721
curve,5,0.3741
curve,5,0.3741
curve,5,0.3051
curve,5,0.30884999999999996
curve,5,0.22144999999999998
curve,5,0.22619999999999998
curve,5,0.1325
curve,5,0.138
curve,5,0.0334
curve,5,0.04
curve,5,-0.0713
curve,5,-0.065
straight,13,-0.08820000000000001
straight,13,-0.08370000000000001
curve,5,-0.2239
curve,5,-0.22
curve,5,-0.25575
curve,5,-0.253
curve,5,-0.28984999999999994
curve,5,-0.28709999999999997
curve,5,-0.2595
curve,5,-0.261
curve,5,-0.20579999999999998
curve,5,-0.20879999999999999
curve,5,-0.11679999999999999
curve,5,-0.12179999999999999
curve,5,-0.0318
curve,5,-0.0368
curve,5,0.0766
curve,5,0.07
curve,5,0.17600000000000002
curve,5,0.17
curve,5,0.2654
curve,5,0.26
curve,5,0.3236
curve,5,0.32
curve,5,0.3235
curve,5,0.322
curve,5,0.322
curve,5,0.322
curve,5,0.2929
curve,5,0.2944
curve,5,0.2459
curve,5,0.2484
curve,5,0.1805
curve,5,0.184
curve,5,0.1152
curve,5,0.12
curve,5,0.0352
curve,5,0.04
curve,5,-0.0342
curve,5,-0.03
curve,5,-0.1042
curve,5,-0.1
curve,5,-0.14240000000000003
curve,5,-0.14
curve,5,-0.1612
curve,5,-0.16
curve,5,-0.1472
curve,5,-0.1472
curve,5,-0.1181
curve,5,-0.1196
curve,5,-0.0808
curve,5,-0.0828
curve,5,-0.037
curve,5,-0.04
curve,5,0.0236
curve,5,0.02
curve,5,0.08360000000000001
curve,5,0.08
straight,13,0.0727
straight,13,0.0702
curve,5,0.17770000000000002
curve,5,0.17500000000000002
curve,5,0.2333
curve,5,0.23
curve,5,0.33285
curve,5,0.3266
curve,5,0.33144999999999997
curve,5,0.3312
curve,5,0.3021
curve,5,0.3036
curve,5,0.2454
curve,5,0.2484
curve,5,0.1708
curve,5,0.1748
curve,5,0.0946
curve,5,0.1
curve,5,0.004600000000000001
curve,5,0.01
straight,13,-0.041800000000000004
straight,13,-0.0378
curve,5,-0.14420000000000002
curve,5,-0.14
curve,5,-0.193
curve,5,-0.19
curve,5,-0.2136
curve,5,-0.2116
curve,5,-0.2019
curve,5,-0.2024
curve,5,-0.15389999999999998
curve,5,-0.15639999999999998
curve,5,-0.0982
curve,5,-0.1012
curve,5,-0.0236
curve,5,-0.0276
curve,5,0.0548
curve,5,0.05
curve,5,0.1348
curve,5,0.13
straight,13,0.11150000000000002
straight,13,0.10800000000000001
curve,5,0.253
curve,5,0.25
curve,5,0.3136
curve,5,0.31
curve,5,0.39849999999999997
curve,5,0.39149999999999996
curve,5,0.3823
curve,5,0.3828
curve,5,0.3368
curve,5,0.3393
curve,5,0.2611
curve,5,0.26535
curve,5,0.17875
curve,5,0.184
curve,5,0.0834
curve,5,0.09
curve,5,0.09
curve,5,-0.0213
curve,5,-0.015
curve,5,-0.1157
curve,5,-0.11
curve,5,-0.1948
curve,5,-0.19
curve,5,-0.19
curve,5,-0.21845
curve,5,-0.2162
curve,5,-0.2162
curve,5,-0.21135
curve,5,-0.2116
curve,5,-0.18735
curve,5,-0.1886
curve,5,-0.1886
curve,5,-0.1498
curve,5,-0.1518
curve,5,-0.09359999999999999
curve,5,-0.09659999999999999
curve,5,-0.09659999999999999
curve,5,-0.033549999999999996
curve,5,-0.0368
curve,5,-0.0368
curve,5,0.028900000000000002
curve,5,0.025
curve,5,0.0939
curve,5,0.09
curve,5,0.09
curve,5,0.1483
curve,5,0.145
straight,13,0.1019
straight,13,0.0999
straight,13,0.0999
curve,5,0.23800000000000002
curve,5,0.23500000000000001
curve,5,0.3908
curve,5,0.3818
curve,5,0.3818
curve,5,0.48064999999999997
curve,5,0.47414999999999996
curve,5,0.47414999999999996
curve,5,0.40974999999999995
curve,5,0.41324999999999995
curve,5,0.31665
curve,5,0.32189999999999996
curve,5,0.32189999999999996
curve,5,0.20689999999999997
curve,5,0.21314999999999998
curve,5,0.10899999999999999
curve,5,0.11499999999999999
curve,5,0.11499999999999999
curve,5,-0.0075
curve,5,-0.0
curve,5,-0.0
straight,13,-0.05310000000000001
straight,13,-0.048600000000000004
curve,5,-0.1907
curve,5,-0.185
curve,5,-0.185
curve,5,-0.22355
curve,5,-0.2208
curve,5,-0.2208
curve,5,-0.22565
curve,5,-0.2254
curve,5,-0.2254
curve,5,-0.19014999999999999
curve,5,-0.1914
curve,5,-0.1914
curve,5,-0.15919999999999998
curve,5,-0.16094999999999998
curve,5,-0.16094999999999998
curve,5,-0.12655
curve,5,-0.1288
curve,5,-0.1288
curve,5,-0.0706
curve,5,-0.0736
curve,5,-0.0736
curve,5,-0.0154
curve,5,-0.0184
curve,5,-0.0184
curve,5,0.033
curve,5,0.03
curve,5,0.03
curve,5,0.083
curve,5,0.08
curve,5,0.08
curve,5,0.1224
curve,5,0.12
curve,5,0.12
curve,5,0.1465
curve,5,0.145
curve,5,0.145
straight,13,0.09305000000000001
straight,13,0.0918
straight,13,0.0918
straight,13,0.09770000000000001
straight,13,0.09720000000000001
curve,5,0.20650000000000002
curve,5,0.20500000000000002
curve,5,0.20500000000000002
curve,5,0.20500000000000002
curve,5,0.3216
curve,5,0.315
curve,5,0.26555
curve,5,0.2668
curve,5,0.2668
curve,5,0.2529
curve,5,0.255
curve,5,0.255
curve,5,0.19140000000000001
curve,5,0.195
curve,5,0.195
curve,5,0.1208
curve,5,0.125
curve,5,0.125
curve,5,0.0614
curve,5,0.065
curve,5,0.065
straight,13,0.0026500000000000004
straight,13,0.0054
straight,13,0.0054
curve,5,-0.027100000000000003
curve,5,-0.025
curve,5,-0.025
curve,5,-0.0197
curve,5,-0.02
curve,5,-0.02
curve,5,-0.02
curve,5,-0.02
curve,5,-0.02
curve,5,-0.0306
curve,5,-0.03
curve,5,-0.03
curve,5,-0.0194
curve,5,-0.02
curve,5,-0.02
curve,5,-0.02
curve,5,-0.02
curve,5,0.0012
curve,5,-0.0
curve,5,-0.0
curve,5,0.0212
curve,5,0.02
curve,5,0.02
curve,5,0.0359
curve,5,0.035
curve,5,0.035
curve,5,0.0615
curve,5,0.06
curve,5,0.06
curve,5,0.08120000000000001
curve,5,0.08
curve,5,0.08
curve,5,0.0853
curve,5,0.085
curve,5,0.085
curve,5,0.085
curve,5,0.085
curve,5,0.085
curve,5,0.07970000000000001
curve,5,0.08
curve,5,0.0641
curve,5,0.065
curve,5,0.065
curve,5,0.049100000000000005
curve,5,0.05
curve,5,0.0288
curve,5,0.03
curve,5,0.03
curve,5,0.0088
curve,5,0.01
curve,5,-0.0112
curve,5,-0.01
curve,5,-0.01
curve,5,-0.0312
curve,5,-0.03
curve,5,-0.035300000000000005
curve,5,-0.035
curve,5,-0.0403
curve,5,-0.04
curve,5,-0.0453
curve,5,-0.045
curve,5,-0.0397
curve,5,-0.04
curve,5,-0.04
curve,5,-0.04
curve,5,-0.0241
curve,5,-0.025
curve,5,-0.0144
curve,5,-0.015
curve,5,-0.015
curve,5,0.0804
curve,5,0.1369
curve,5,0.1334
curve,5,0.1556
curve,5,0.155
curve,5,0.155
straight,13,0.036500000000000005
straight,13,-0.059800000000000006
straight,13,-0.051300000000000005
curve,5,-0.4448
curve,5,-0.425
curve,5,-0.425
curve,5,-1.06895
curve,5,-1.03095
curve,5,-1.34835
curve,5,-1.3311
curve,5,-1.3311
straight,9,-0.9198000000000001
straight,9,-0.90405
exception,5,-1.578
exception,5,-1.572
exception,5,-1.7505
exception,5,-1.74
exception,5,-1.77075
exception,5,-1.74525
exception,5,-1.74875
exception,5,-1.7485
exception,5,-1.6855
exception,5,-1.69
exception,5,-1.5885
exception,5,-1.59575
exception,5,-1.4557499999999999
exception,5,-1.4657499999999999
exception,5,-1.49925
exception,5,-1.51125
exception,5,-1.31125
exception,5,-1.32375
exception,5,-1.10375
exception,5,-1.1175
exception,5,-0.8775
exception,5,-0.8925
curve,5,-0.70975
curve,5,-0.724
curve,5,-0.50725
curve,5,-0.52
curve,5,-0.3907
curve,5,-0.4002
curve,5,-0.2971
curve,5,-0.3036
curve,5,-0.2664
curve,5,-0.27
curve,5,-0.27530000000000004
curve,5,-0.275
straight,13,-0.2016
straight,13,-0.1971
curve,5,-0.5346000000000001
curve,5,-0.525
curve,5,-0.9278000000000001
curve,5,-0.905
curve,5,-1.6889499999999997
curve,5,-1.6399499999999998
exception,5,-1.9160000000000001
exception,5,-1.8920000000000001
exception,5,-1.8452499999999998
exception,5,-1.8232499999999998
exception,5,-1.9702499999999998
exception,5,-1.9597499999999999
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
exception,5,-2.0542499999999997
exception,5,-2.0475
exception,5,-1.9879999999999998
exception,5,-1.9922499999999999
exception,5,-1.94675
exception,5,-1.95
exception,5,-1.887
exception,5,-1.8915
exception,5,-1.8074999999999999
exception,5,-1.8135
exception,5,-1.607
exception,5,-1.62175
exception,5,-1.3942499999999998
exception,5,-1.4104999999999999
exception,5,-1.3315
exception,5,-1.3499999999999999
exception,5,-0.9825000000000002
exception,5,-1.0010000000000001
exception,5,-0.7272500000000001
exception,5,-0.7455
curve,5,-0.5107499999999999
curve,5,-0.5287499999999999
curve,5,-0.31325000000000003
curve,5,-0.328
curve,5,-0.14969999999999997
curve,5,-0.16094999999999998
curve,5,-0.0366
curve,5,-0.045
curve,5,0.0186
curve,5,0.015
curve,5,-0.0274
curve,5,-0.025
curve,5,-0.1394
curve,5,-0.1334
curve,5,-0.3623
curve,5,-0.35000000000000003
straight,13,-0.3365
straight,13,-0.324
curve,5,-0.9127000000000001
curve,5,-0.895
curve,5,-1.28415
curve,5,-1.2604
exception,5,-2.0905
exception,5,-2.032
exception,5,-1.84
exception,5,-1.8265
exception,5,-1.8755
exception,5,-1.8719999999999999
exception,5,-1.8439999999999999
exception,5,-1.8459999999999999
exception,5,-1.8179999999999998
exception,5,-1.8199999999999998
exception,5,-1.8375
exception,5,-1.83625
exception,5,-1.83625
exception,5,-1.89575
exception,5,-1.958
exception,5,-1.95325
exception,5,-1.95325
exception,5,-2.0127499999999996
exception,5,-2.0084999999999997
exception,5,-2.0364999999999998
exception,5,-2.0345
exception,5,-2.0345
exception,5,-2.0345
exception,5,-1.9645
exception,5,-1.9694999999999998
exception,5,-1.8505
exception,5,-1.859
exception,5,-1.579
exception,5,-1.599
exception,5,-1.3170000000000002
exception,5,-1.344
exception,5,-0.8602500000000001
exception,5,-0.8925000000000001
exception,5,-0.37875000000000003
exception,5,-0.41300000000000003
curve,5,0.1415
curve,5,0.105
curve,5,0.7070000000000001
curve,5,0.672
straight,13,0.8253
straight,13,0.7938000000000001
straight,13,0.7938000000000001
exception,5,1.72425
exception,5,1.692
exception,5,2.0117499999999997
exception,5,1.9662499999999998
exception,5,1.9662499999999998
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
exception,5,2.03975
exception,5,2.0345
exception,5,2.0345
exception,5,2.0345
exception,5,1.954
exception,5,1.9597499999999999
exception,5,1.9597499999999999
exception,5,1.9597499999999999
exception,5,1.7742499999999999
exception,5,1.7874999999999999
exception,5,1.7874999999999999
exception,5,1.4129999999999998
exception,5,1.4397499999999999
exception,5,1.4397499999999999
exception,5,1.1079999999999999
exception,5,1.1375
exception,5,1.1375
exception,5,1.1375
exception,5,0.6725
exception,5,0.7035
exception,5,0.7035
exception,5,0.7035
