Type,v,w
straight,13,0.0702
straight,13,0.0702
curve,5,0.1618
curve,5,0.16
curve,5,0.2554
curve,5,0.25
curve,5,0.2785
curve,5,0.276
curve,5,0.24205
curve,5,0.2438
curve,5,0.1759
curve,5,0.1794
curve,5,0.09430000000000001
curve,5,0.1
curve,5,0.1
curve,5,0.004600000000000001
curve,5,0.01
straight,13,-0.041800000000000004
straight,13,-0.0378
curve,5,-0.1548
curve,5,-0.15
curve,5,-0.2242
curve,5,-0.22
curve,5,-0.2742
curve,5,-0.2697
curve,5,-0.2697
curve,5,-0.2789
curve,5,-0.2784
curve,5,-0.24159999999999998
curve,5,-0.24359999999999998
curve,5,-0.1976
curve,5,-0.2001
curve,5,-0.1357
curve,5,-0.1392
curve,5,-0.0696
curve,5,-0.0736
curve,5,-0.0736
curve,5,0.004
curve,5,-0.0
curve,5,0.0636
curve,5,0.06
curve,5,0.1289
curve,5,0.125
curve,5,0.125
straight,13,0.09405000000000001
straight,13,0.0918
curve,5,0.18059999999999998
curve,5,0.18
curve,5,0.2118
curve,5,0.21
curve,5,0.21
curve,5,0.25625
curve,5,0.253
curve,5,0.21905
curve,5,0.2208
curve,5,0.1764
curve,5,0.18
curve,5,0.18
curve,5,0.10049999999999999
curve,5,0.105
curve,5,0.0149
curve,5,0.02
straight,13,-0.042300000000000004
straight,13,-0.0378
curve,5,-0.14420000000000002
curve,5,-0.14
curve,5,-0.2142
curve,5,-0.21
curve,5,-0.21
curve,5,-0.2708
curve,5,-0.2668
curve,5,-0.24309999999999998
curve,5,-0.24359999999999998
curve,5,-0.21599999999999997
curve,5,-0.21749999999999997
curve,5,-0.17149999999999999
curve,5,-0.174
curve,5,-0.1161
curve,5,-0.1196
curve,5,-0.1196
curve,5,-0.056549999999999996
curve,5,-0.0598
curve,5,0.0039
curve,5,-0.0
curve,5,0.0689
curve,5,0.065
curve,5,0.065
curve,5,0.12329999999999999
curve,5,0.12
straight,13,0.0766
straight,13,0.0756
straight,13,0.0874
straight,13,0.0864
straight,13,0.0864
curve,5,0.1812
curve,5,0.18
curve,5,0.2529
curve,5,0.2484
curve,5,0.2969
curve,5,0.2944
curve,5,0.25075000000000003
curve,5,0.253
curve,5,0.253
curve,5,0.18025
curve,5,0.184
curve,5,0.1046
curve,5,0.11
curve,5,0.004000000000000001
curve,5,0.01
straight,13,-0.0536
straight,13,-0.048600000000000004
curve,5,-0.18539999999999998
curve,5,-0.18
curve,5,-0.18
curve,5,-0.24359999999999998
curve,5,-0.24
curve,5,-0.23049999999999998
curve,5,-0.22999999999999998
curve,5,-0.22999999999999998
curve,5,-0.22999999999999998
curve,5,-0.22999999999999998
curve,5,-0.20575
curve,5,-0.207
curve,5,-0.16335
curve,5,-0.1656
curve,5,-0.1656
curve,5,-0.1171
curve,5,-0.1196
curve,5,-0.06625
curve,5,-0.069
curve,5,-0.069
curve,5,-0.0114
curve,5,-0.015
curve,5,0.0327
curve,5,0.03
curve,5,0.03
curve,5,0.083
curve,5,0.08
curve,5,0.1118
curve,5,0.11
curve,5,0.11
straight,13,0.0712
straight,13,0.0702
straight,13,0.0702
straight,13,0.0702
straight,13,0.0702
curve,5,0.1353
curve,5,0.135
curve,5,0.1986
curve,5,0.195
curve,5,0.195
curve,5,0.2085
curve,5,0.207
curve,5,0.16670000000000001
curve,5,0.17
curve,5,0.1011
curve,5,0.105
curve,5,0.0255
curve,5,0.03
straight,13,-0.0251
straight,13,-0.0216
curve,5,-0.10360000000000001
curve,5,-0.1
curve,5,-0.1583
curve,5,-0.155
curve,5,-0.19594999999999999
curve,5,-0.19319999999999998
curve,5,-0.2029
curve,5,-0.2024
curve,5,-0.183
curve,5,-0.184
curve,5,-0.15489999999999998
curve,5,-0.15639999999999998
curve,5,-0.15639999999999998
curve,5,-0.1079
curve,5,-0.1104
curve,5,-0.0619
curve,5,-0.0644
curve,5,-0.0644
curve,5,-0.0064
curve,5,-0.01
curve,5,0.0324
curve,5,0.03
curve,5,0.03
curve,5,0.083
curve,5,0.08
curve,5,0.08
curve,5,0.10120000000000001
curve,5,0.1
curve,5,0.1
straight,13,0.05695
straight,13,0.0567
straight,13,0.0567
straight,13,0.0567
straight,13,0.06555
straight,13,0.0648
straight,13,0.0648
straight,13,0.0648
straight,13,0.0648
curve,5,0.1942
curve,5,0.19
curve,5,0.19
curve,5,0.2136
curve,5,0.2116
curve,5,0.2116
curve,5,0.2116
curve,5,0.177
curve,5,0.18
curve,5,0.18
curve,5,0.18
curve,5,0.18
curve,5,0.1111
curve,5,0.115
curve,5,0.115
curve,5,0.115
curve,5,0.0461
curve,5,0.05
curve,5,0.05
straight,13,-0.0143
straight,13,-0.0108
curve,5,-0.2002
curve,5,-0.19
curve,5,-0.6617
curve,5,-0.635
curve,5,-1.87915
curve,5,-1.8124
curve,5,-1.8124
exception,5,-2.14975
exception,5,-2.116
exception,5,-2.269
exception,5,-2.2600000000000002
exception,5,-1.92375
exception,5,-1.9175
exception,5,-1.956
exception,5,-1.95325
exception,5,-1.9707499999999998
exception,5,-1.9694999999999998
exception,5,-2.0044999999999997
exception,5,-2.002
exception,5,-2.023
exception,5,-2.0215
exception,5,-2.0285
exception,5,-2.028
exception,5,-2.021
exception,5,-2.0215
exception,5,-2.0039999999999996
exception,5,-2.0052499999999998
exception,5,-2.01575
exception,5,-2.015
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
missing,-0.6,-1
exception,5,-2.036
exception,5,-2.0345
exception,5,-1.9785
exception,5,-1.9825
exception,5,-1.9405000000000001
exception,5,-1.9435
exception,5,-1.919
exception,5,-1.92075
exception,5,-1.87875
exception,5,-1.8817499999999998
exception,5,-1.83625
exception,5,-1.8395
exception,5,-1.766
exception,5,-1.77125
exception,5,-1.6557499999999998
exception,5,-1.664
exception,5,-1.5414999999999999
exception,5,-1.55025
exception,5,-1.4347499999999997
exception,5,-1.4429999999999998
exception,5,-1.4429999999999998
exception,5,-1.5530000000000002
exception,5,-1.56
exception,5,-1.5
exception,5,-1.50375
exception,5,-1.4477499999999999
exception,5,-1.45125
exception,5,-1.3832499999999999
exception,5,-1.3875
exception,5,-1.3475
exception,5,-1.3499999999999999
exception,5,-1.33
exception,5,-1.33125
exception,5,-1.44125
exception,5,-1.44
exception,5,-1.508
exception,5,-1.504
exception,5,-1.7165
exception,5,-1.704
exception,5,-2.044
exception,5,-2.024
exception,5,-1.886
exception,5,-1.86875
exception,5,-1.98075
exception,5,-1.97275
exception,5,-2.02875
exception,5,-2.02475
exception,5,-2.04575
exception,5,-2.04425
exception,5,-1.9952499999999997
exception,5,-1.9987499999999998
exception,5,-1.87975
exception,5,-1.88825
exception,5,-1.88825
exception,5,-1.63975
exception,5,-1.6575
exception,5,-1.283
exception,5,-1.30975
exception,5,-1.30975
exception,5,-0.9455
exception,5,-0.9765
exception,5,-0.50775
exception,5,-0.539
exception,5,-0.539
curve,5,-0.0295
curve,5,-0.06375
curve,5,0.41625
curve,5,0.38625
curve,5,0.38625
curve,5,1.1404
curve,5,1.105
curve,5,1.39005
curve,5,1.3708
curve,5,1.5815
curve,5,1.5659999999999998
exception,5,1.402
exception,5,1.39875
exception,5,1.39875
exception,5,1.3307499999999999
exception,5,1.335
exception,5,1.187
exception,5,1.19625
exception,5,1.19625
exception,5,0.9962500000000001
exception,5,1.00875
exception,5,1.00875
exception,5,1.00875
exception,5,1.00875
curve,5,0.78475
curve,5,0.79875
curve,5,0.79875
curve,5,0.79875
curve,5,0.55475
curve,5,0.57
curve,5,0.57
curve,5,0.353
curve,5,0.368
curve,5,0.368
curve,5,0.368
curve,5,0.113
curve,5,0.128
curve,5,0.128
curve,5,0.128
curve,5,-0.1138
curve,5,-0.10005
curve,5,-0.10005
curve,5,-0.36410000000000003
curve,5,-0.35000000000000003
curve,5,-0.35000000000000003
curve,5,-0.5514
curve,5,-0.54
curve,5,-0.5434
curve,5,-0.5394
curve,5,-0.5578
curve,5,-0.5568
curve,5,-0.43975000000000003
curve,5,-0.444
curve,5,-0.444
curve,5,-0.31225
curve,5,-0.32
curve,5,-0.12450000000000001
curve,5,-0.136
curve,5,0.0959
curve,5,0.08265
curve,5,0.3687
curve,5,0.3542
straight,13,0.38195
straight,13,0.3672
curve,5,0.8778
curve,5,0.8648
curve,5,1.1536
curve,5,1.1353499999999999
exception,5,1.71125
exception,5,1.672
exception,5,1.6474999999999997
exception,5,1.6424999999999998
exception,5,1.6105
exception,5,1.6125
exception,5,1.4365
exception,5,1.4475
exception,5,1.2155
exception,5,1.23
exception,5,1.23
exception,5,0.97
straight,9,0.49855
straight,9,0.51205
curve,5,0.71275
curve,5,0.72
curve,5,0.703
curve,5,0.704
curve,5,0.81025
curve,5,0.804
straight,9,0.54645
straight,9,0.54145
curve,5,0.9944999999999999
curve,5,0.988
exception,5,1.07825
exception,5,1.0687499999999999
exception,5,1.32875
exception,5,1.3125
exception,5,1.4485
exception,5,1.44
exception,5,1.548
exception,5,1.54125
exception,5,1.54125
exception,5,1.5932499999999998
exception,5,1.558
exception,5,1.56
exception,5,1.432
exception,5,1.44
exception,5,1.44
exception,5,1.232
exception,5,1.2449999999999999
exception,5,0.94075
exception,5,0.9555
exception,5,0.6892499999999999
exception,5,0.707
curve,5,0.4735
curve,5,0.49124999999999996
curve,5,0.2435
curve,5,0.26
curve,5,0.00925
curve,5,0.024
curve,5,-0.21005000000000001
curve,5,-0.1978
curve,5,-0.4005
curve,5,-0.39
curve,5,-0.4461
curve,5,-0.4416
curve,5,-0.4084
curve,5,-0.4089
curve,5,-0.3077
curve,5,-0.3132
curve,5,-0.14759999999999998
curve,5,-0.1566
curve,5,0.05265
curve,5,0.0414
curve,5,0.3206
curve,5,0.305
curve,5,0.5859000000000001
curve,5,0.5700000000000001
curve,5,0.7258999999999999
curve,5,0.7133999999999999
curve,5,0.8927999999999999
curve,5,0.8830499999999999
curve,5,1.00725
curve,5,1.0005
straight,9,0.604
straight,9,0.60025
straight,9,0.6056499999999999
straight,9,0.60515
straight,9,0.61325
straight,9,0.6124999999999999
exception,5,1.1455
exception,5,1.1325
exception,5,1.3685
exception,5,1.35375
exception,5,1.54575
exception,5,1.53375
exception,5,1.4577499999999999
exception,5,1.4625
exception,5,1.2945
exception,5,1.305
exception,5,1.0650000000000002
exception,5,1.08
exception,5,0.8039999999999999
exception,5,0.8212499999999999
curve,5,0.53325
curve,5,0.55125
curve,5,0.2905
curve,5,0.308
curve,5,0.045149999999999996
curve,5,0.060899999999999996
curve,5,-0.2056
curve,5,-0.19
curve,5,-0.3914
curve,5,-0.38
curve,5,-0.42719999999999997
curve,5,-0.42195
curve,5,-0.38375000000000004
curve,5,-0.384
curve,5,-0.30325
curve,5,-0.308
curve,5,-0.172
curve,5,-0.18
curve,5,0.036750000000000005
curve,5,0.024
curve,5,0.3343
curve,5,0.31755
curve,5,0.7095
curve,5,0.6900000000000001
curve,5,0.9974
curve,5,0.98
curve,5,0.98
curve,5,1.0366
straight,9,0.6214
straight,9,0.6174
straight,9,0.6174
curve,5,1.1376
curve,5,1.1353499999999999
exception,5,1.19475
exception,5,1.18125
exception,5,1.3172499999999998
exception,5,1.3087499999999999
exception,5,1.16475
exception,5,1.1737499999999998
exception,5,0.9817499999999999
exception,5,0.9937499999999999
curve,5,0.82575
curve,5,0.8362499999999999
straight,9,0.48155
straight,9,0.48755
straight,9,0.46054999999999996
straight,9,0.46304999999999996
straight,9,0.46845
straight,9,0.46795
curve,5,0.8320000000000001
curve,5,0.8280000000000001
curve,5,0.9257500000000001
curve,5,0.92
exception,5,0.9585
exception,5,0.9525
exception,5,0.9884999999999999
exception,5,0.98625
exception,5,1.0182499999999999
exception,5,1.0162499999999999
exception,5,1.0242499999999999
exception,5,1.02375
exception,5,1.00375
exception,5,1.005
exception,5,0.9369999999999999
exception,5,0.9412499999999999
exception,5,0.8172499999999999
exception,5,0.825
straight,9,0.4121
straight,9,0.42385
curve,5,0.43674999999999997
curve,5,0.44999999999999996
curve,5,0.22075
curve,5,0.23600000000000002
curve,5,-0.014750000000000001
curve,5,-0.0
curve,5,-0.2037
curve,5,-0.19319999999999998
curve,5,-0.3796
curve,5,-0.37
curve,5,-0.4707
curve,5,-0.465
curve,5,-0.4472
curve,5,-0.4462
curve,5,-0.3977
curve,5,-0.4002
curve,5,-0.2838
curve,5,-0.2898
curve,5,-0.14429999999999998
curve,5,-0.1518
curve,5,-0.1518
curve,5,-0.016600000000000004
curve,5,-0.025
straight,13,0.07205
straight,13,0.0648
curve,5,0.30019999999999997
curve,5,0.29
curve,5,0.45594999999999997
curve,5,0.4462
curve,5,0.72095
curve,5,0.7047
curve,5,0.7414999999999999
curve,5,0.736
curve,5,0.77
curve,5,0.768
curve,5,0.734
curve,5,0.736
curve,5,0.668
curve,5,0.672
curve,5,0.5615000000000001
curve,5,0.5680000000000001
curve,5,0.4405
curve,5,0.448
curve,5,0.3035
curve,5,0.312
curve,5,0.17174999999999999
curve,5,0.18
curve,5,0.053149999999999996
curve,5,0.060899999999999996
curve,5,-0.06655
curve,5,-0.0598
curve,5,-0.1763
curve,5,-0.17
straight,13,-0.13015000000000002
straight,13,-0.1269
curve,5,-0.2562
curve,5,-0.255
curve,5,-0.2249
curve,5,-0.2254
curve,5,-0.1769
curve,5,-0.1794
curve,5,-0.05815
curve,5,-0.0644
curve,5,0.089
curve,5,0.08
curve,5,0.24430000000000002
curve,5,0.23500000000000001
curve,5,0.394
curve,5,0.385
curve,5,0.4706
curve,5,0.4646
curve,5,0.51755
curve,5,0.5133
curve,5,0.5500999999999999
curve,5,0.5480999999999999
curve,5,0.5480999999999999
curve,5,0.5480999999999999
curve,5,0.5251
curve,5,0.52635
curve,5,0.47575
curve,5,0.4785
curve,5,0.4003
curve,5,0.40454999999999997
curve,5,0.31715
curve,5,0.32189999999999996
curve,5,0.22529999999999997
curve,5,0.23054999999999998
curve,5,0.14679999999999999
curve,5,0.1518
curve,5,0.0645
curve,5,0.069
curve,5,0.0008000000000000004
curve,5,0.005
curve,5,-0.0427
curve,5,-0.04
straight,13,-0.03635
straight,13,-0.0351
curve,5,-0.059699999999999996
curve,5,-0.06
curve,5,-0.0123
curve,5,-0.015
straight,13,0.06565
straight,13,0.0594
curve,5,0.2054
curve,5,0.2
curve,5,0.3431
curve,5,0.335
curve,5,0.53065
curve,5,0.5176499999999999
curve,5,0.58665
curve,5,0.5829
curve,5,0.6058999999999999
curve,5,0.6046499999999999
curve,5,0.5770500000000001
curve,5,0.57855
curve,5,0.51415
curve,5,0.5176499999999999
curve,5,0.43024999999999997
curve,5,0.43499999999999994
curve,5,0.43499999999999994
curve,5,0.3292
curve,5,0.33494999999999997
curve,5,0.21994999999999998
curve,5,0.22619999999999998
curve,5,0.1616
curve,5,0.1656
curve,5,0.1656
curve,5,0.1906
curve,5,0.19
curve,5,0.296
curve,5,0.29
curve,5,0.47550000000000003
curve,5,0.465
curve,5,0.465
curve,5,0.6982
curve,5,0.685
curve,5,0.9182
curve,5,0.905
curve,5,1.0848
curve,5,1.0718
curve,5,1.0718
curve,5,1.2159499999999999
curve,5,1.20495
straight,9,0.7596499999999999
straight,9,0.75215
straight,9,0.75215
curve,5,1.47345
curve,5,1.4659499999999999
exception,5,1.5562500000000001
exception,5,1.544
exception,5,1.544
exception,5,2.105
exception,5,2.072
exception,5,1.7465
exception,5,1.742
exception,5,1.742
exception,5,1.7594999999999998
exception,5,1.7582499999999999
exception,5,1.74075
exception,5,1.742
exception,5,1.742
exception,5,1.8399999999999999
exception,5,1.833
exception,5,1.833
exception,5,1.9205
exception,5,1.91425
exception,5,2.0192499999999995
exception,5,2.0117499999999997
exception,5,2.0117499999999997
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
exception,5,2.07825
exception,5,2.0735
exception,5,2.0735
exception,5,2.028
exception,5,2.03125
exception,5,1.9927499999999998
exception,5,1.9954999999999998
exception,5,1.9954999999999998
exception,5,1.922
exception,5,1.92725
exception,5,1.8397499999999998
exception,5,1.8459999999999999
exception,5,1.6395
exception,5,1.65425
exception,5,1.65425
exception,5,1.4197499999999998
exception,5,1.4364999999999999
exception,5,1.4015
exception,5,1.4175
exception,5,1.0605
exception,5,1.078
exception,5,1.078
exception,5,0.84175
exception,5,0.8575
curve,5,0.72275
curve,5,0.735
curve,5,0.735
curve,5,0.5885
curve,5,0.6
curve,5,0.47675
curve,5,0.484
curve,5,0.42515
curve,5,0.43065
curve,5,0.39385
curve,5,0.39585
curve,5,0.4477
curve,5,0.4462
curve,5,0.5857
curve,5,0.58
curve,5,0.7231
curve,5,0.715
curve,5,0.72085
curve,5,0.7176
curve,5,0.7176
curve,5,0.6786
curve,5,0.6095999999999999
curve,5,0.61335
curve,5,0.45235
curve,5,0.46109999999999995
curve,5,0.21269999999999997
curve,5,0.22619999999999998
curve,5,-0.08575
curve,5,-0.069
straight,13,-0.24110000000000004
straight,13,-0.22410000000000002
curve,5,-0.7116
curve,5,-0.6946
straight,9,-0.60215
straight,9,-0.58065
exception,5,-1.47275
exception,5,-1.43625
exception,5,-1.66425
exception,5,-1.65
exception,5,-1.7274999999999998
exception,5,-1.7062499999999998
exception,5,-1.6677499999999998
exception,5,-1.6704999999999999
exception,5,-1.541
exception,5,-1.55025
exception,5,-1.3612499999999998
exception,5,-1.37475
exception,5,-1.3142500000000001
exception,5,-1.33125
exception,5,-1.33125
exception,5,-0.9612499999999999
exception,5,-0.6725000000000001
exception,5,-0.6930000000000001
curve,5,-0.3705
curve,5,-0.39375
curve,5,-0.01625
curve,5,-0.04
curve,5,0.2187
curve,5,0.20445
curve,5,0.4311
curve,5,0.42
curve,5,0.5048
curve,5,0.5
curve,5,0.5
curve,5,0.41659999999999997
curve,5,0.41759999999999997
curve,5,0.3256
curve,5,0.3306
curve,5,0.18799999999999997
curve,5,0.19574999999999998
curve,5,0.011749999999999998
curve,5,0.02175
curve,5,-0.21350000000000002
curve,5,-0.2
curve,5,-0.4544
curve,5,-0.44
curve,5,-0.63275
curve,5,-0.621
curve,5,-0.8052999999999999
curve,5,-0.7958
straight,11,-0.5238999999999999
straight,11,-0.5174
curve,5,-0.9484499999999999
curve,5,-0.94395
curve,5,-1.0405499999999999
curve,5,-1.0352999999999999
curve,5,-1.25375
curve,5,-1.236
curve,5,-1.2105
curve,5,-1.212
curve,5,-1.1355000000000002
curve,5,-1.1400000000000001
curve,5,-0.98275
curve,5,-0.992
curve,5,-0.8007500000000001
curve,5,-0.812
straight,9,-0.35425
straight,9,-0.3675
curve,5,-0.3875
curve,5,-0.4
curve,5,-0.22799999999999998
curve,5,-0.23925
curve,5,-0.14145
curve,5,-0.1472
curve,5,-0.0328
curve,5,-0.04
straight,13,0.0138
straight,13,0.0108
curve,5,0.0465
curve,5,0.045
curve,5,-0.0265
curve,5,-0.023
straight,13,-0.18165000000000003
straight,13,-0.16740000000000002
curve,5,-0.4796
curve,5,-0.47000000000000003
curve,5,-0.6846
curve,5,-0.6716
curve,5,-1.1549
curve,5,-1.12665
curve,5,-1.2462499999999999
curve,5,-1.23975
curve,5,-1.17825
curve,5,-1.176
curve,5,-1.0995000000000001
curve,5,-1.104
curve,5,-0.968
curve,5,-0.976
straight,9,-0.5005999999999999
straight,9,-0.5095999999999999
