epoch,loss
5,0.3214713675015181
6,0.2902851175625347
7,0.2473441280641602
8,0.21362943050352115
9,0.18027105139007846
10,0.16605547077736807
11,0.1547933683450361
12,0.15082011315790775
13,0.14761295672325256
14,0.14409207082489162
15,0.139797898669483
16,0.13232331200349098
17,0.12833713189454624
18,0.13111864765473072
19,0.1254935913393726
20,0.12297893319170451
21,0.12751055835719102
22,0.12071742911741716
23,0.12975701724983824
24,0.12790440691146746
25,0.12052656286983814
26,0.11745672106959866
27,0.11242092209099566
28,0.1113716958642223
29,0.10703920164299242
30,0.10213607636470239
31,0.10379084812712322
32,0.11287416699478059
33,0.11202542989252551
34,0.11600316128720647
35,0.12064037102193219
36,0.1137063937189365
37,0.11650555009402118
38,0.10924092313111985
39,0.10451102938539195
40,0.0949501832133358
41,0.09690915690102045
42,0.09210089202608587
43,0.10045013451966846
44,0.09981590925345143
45,0.0943664955336926
46,0.09630690655191836
47,0.08966130140300804
48,0.09081433452575387
49,0.09323120859985068
50,0.10226335667200315
51,0.09988818033281895
52,0.10629189112088056
53,0.10449723152498018
54,0.09705326943070565
55,0.0970863205046185
56,0.09476538886795345
57,0.08835372551190622
58,0.08852153606893658
59,0.09638900135291144
60,0.09312801983532976
61,0.09252064250120261
62,0.09103121195729931
63,0.0844848842170198
64,0.08260886351243385
65,0.09274090795768695
66,0.08214386104994896
67,0.08208799713010927
68,0.08112825442883141
69,0.09113821361973448
70,0.08399599857483674
71,0.08620806903243788
72,0.08265509852886345
73,0.08247433717190786
74,0.0845007849088644
75,0.08550723246976878
76,0.08402431331511623
77,0.08902735423999703
78,0.0973005448405866
79,0.09825946830407473
80,0.092753808745929
81,0.07845828761979576
82,0.07512782514999503
83,0.08456872841252865
84,0.09322715352868065
85,0.0777277378727076
86,0.07472601318189385
87,0.07061604390969699
88,0.07504031363223652
89,0.06935540463739229
90,0.0696783881607348
91,0.06867971063989387
92,0.07589137784286755
93,0.07818761951000729
94,0.07470965571136404
95,0.07441214017922655
96,0.07268547048584277
97,0.09513118919278993
98,0.09727400148884185
99,0.08014995848434497
100,0.07393790935098365
101,0.06802267954544644
102,0.07219362469815008
103,0.06622357172575029
104,0.06729152967511377
105,0.06534215409616098
106,0.06305794525231478
107,0.062219017202224475
108,0.06301146420962132
109,0.06270454012906378
110,0.061750545496464644
111,0.05965687949165196
112,0.06056690701392018
113,0.0586546638130563
114,0.05837714918482217
115,0.05847928473766604
116,0.057763369468004595
117,0.06006228917355206
118,0.05788908597280823
119,0.05990568362854566
120,0.0601797434625677
121,0.07714842731648495
122,0.07696568679733617
123,0.08639764461506133
124,0.10920025192843118
125,0.09897176966181893
126,0.12032338191508722
127,0.09123776897729274
128,0.09419764898004218
129,0.0899742460570601
130,0.07637083674009632
131,0.0642493220613546
132,0.060366604687392855
133,0.058749868739079864
134,0.05859571776931509
135,0.05943128457112075
136,0.058051767224418814
137,0.05907103800761866
138,0.06000093969593313
139,0.05862593855392369
140,0.05984138369840543
141,0.05979395445630641
142,0.060514373910495814
143,0.05910039105841402
144,0.05841068081892303
145,0.05813811386955757
146,0.06702453811603228
147,0.07122882276556446
148,0.0713061787141713
149,0.07295982147401958
150,0.07529721317193426
151,0.06775197207823722
152,0.0834117890471249
153,0.081232081273643
154,0.08274910615381866
155,0.07522290117910936
156,0.07382817878808885
157,0.06615093718312548
158,0.06633782627790583
159,0.06303412227713936
160,0.0597150394081554
161,0.05909366796620515
162,0.060623484452874445
163,0.059521811529406284
164,0.06972114011324328
165,0.06402129531121424
166,0.06291812729119839
167,0.059275858222904786
168,0.0592001600765162
169,0.05828956166763781
170,0.05760441975017051
171,0.05852963494869329
