Type,v,w
curve,5,-0.3496
curve,5,-0.7404
curve,5,-0.72
curve,5,-0.9728
curve,5,-0.9568
curve,5,-1.1256
curve,5,-1.1136
curve,5,-1.2608
curve,5,-1.2528
straight,9,-0.7488
straight,9,-0.7448
straight,9,-0.7448
straight,9,-0.7448
exception,5,-1.26
exception,5,-1.2525
exception,5,-1.5725
exception,5,-1.5525
exception,5,-1.5065
exception,5,-1.4949999999999999
exception,5,-1.4215
exception,5,-1.42675
exception,5,-1.49025
exception,5,-1.5
exception,5,-1.312
exception,5,-1.32375
exception,5,-1.07575
exception,5,-1.09125
exception,5,-0.8392499999999999
exception,5,-0.855
curve,5,-0.631
curve,5,-0.645
curve,5,-0.5775
curve,5,-0.584
curve,5,-0.5415000000000001
curve,5,-0.544
curve,5,-0.527
curve,5,-0.528
curve,5,-0.528
curve,5,-0.5025000000000001
curve,5,-0.504
curve,5,-0.487
curve,5,-0.488
curve,5,-0.47100000000000003
curve,5,-0.455
curve,5,-0.456
curve,5,-0.456
curve,5,-0.439
curve,5,-0.41875
curve,5,-0.42
curve,5,-0.39875000000000005
curve,5,-0.4
curve,5,-0.4
curve,5,-0.383
curve,5,-0.384
curve,5,-0.3585
curve,5,-0.36
curve,5,-0.3345
curve,5,-0.336
curve,5,-0.3105
curve,5,-0.312
curve,5,-0.278
curve,5,-0.28
curve,5,-0.246
curve,5,-0.248
curve,5,-0.20550000000000002
curve,5,-0.20800000000000002
curve,5,-0.1655
curve,5,-0.168
curve,5,-0.1275
curve,5,-0.1305
curve,5,-0.07529999999999999
curve,5,-0.0783
curve,5,-0.0231
curve,5,-0.026099999999999998
curve,5,0.0306
curve,5,0.0276
curve,5,0.0858
curve,5,0.0828
curve,5,0.1536
curve,5,0.15
curve,5,0.19240000000000002
curve,5,0.19
curve,5,0.2165
curve,5,0.215
straight,13,0.11905
straight,13,0.1188
straight,13,0.1129
straight,13,0.1134
curve,5,0.2736
curve,5,0.27
curve,5,0.3551
curve,5,0.3496
curve,5,0.3398
curve,5,0.3393
curve,5,0.3163
curve,5,0.31755
curve,5,0.29455
curve,5,0.29579999999999995
curve,5,0.2774
curve,5,0.2784
curve,5,0.27985000000000004
curve,5,0.2806
curve,5,0.26605
curve,5,0.2668
curve,5,0.2571
curve,5,0.2576
curve,5,0.25275000000000003
curve,5,0.253
curve,5,0.24815
curve,5,0.2484
curve,5,0.2387
curve,5,0.2392
curve,5,0.23435
curve,5,0.2346
curve,5,0.22974999999999998
curve,5,0.22999999999999998
curve,5,0.22999999999999998
curve,5,0.22999999999999998
curve,5,0.2203
curve,5,0.2208
curve,5,0.2208
curve,5,0.2208
curve,5,0.2208
curve,5,0.2208
curve,5,0.2111
curve,5,0.2116
curve,5,0.2116
curve,5,0.2116
curve,5,0.2116
curve,5,0.2116
curve,5,0.20675
curve,5,0.207
curve,5,0.20215
curve,5,0.2024
curve,5,0.2024
curve,5,0.2024
curve,5,0.19755
curve,5,0.1978
curve,5,0.1978
curve,5,0.19294999999999998
curve,5,0.19319999999999998
curve,5,0.19319999999999998
curve,5,0.19319999999999998
curve,5,0.19319999999999998
curve,5,0.19319999999999998
curve,5,0.18835
curve,5,0.1886
curve,5,0.18375
curve,5,0.184
curve,5,0.184
curve,5,0.184
curve,5,0.184
curve,5,0.184
curve,5,0.17915
curve,5,0.1794
curve,5,0.17455
curve,5,0.1748
curve,5,0.1748
curve,5,0.1748
curve,5,0.1748
curve,5,0.2039
curve,5,0.2024
curve,5,0.2897
curve,5,0.2852
curve,5,0.41614999999999996
curve,5,0.4094
curve,5,0.56195
curve,5,0.55245
curve,5,0.7778499999999999
curve,5,0.7656
curve,5,1.0324
curve,5,1.0179
straight,9,0.7542
straight,9,0.7374499999999999
exception,5,1.41275
exception,5,1.395
exception,5,1.695
exception,5,1.67625
exception,5,1.89025
exception,5,1.859
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
exception,5,2.0654999999999997
exception,5,2.05075
exception,5,1.9912499999999997
exception,5,1.9954999999999998
exception,5,1.9359999999999997
exception,5,1.9402499999999998
exception,5,1.85275
exception,5,1.859
exception,5,1.5999999999999999
exception,5,1.6184999999999998
exception,5,1.3245
exception,5,1.3455
exception,5,1.07775
exception,5,1.1025
exception,5,0.6975
exception,5,0.7245
curve,5,0.34025
curve,5,0.3675
curve,5,-0.0605
curve,5,-0.03375
curve,5,-0.47304999999999997
curve,5,-0.4508
curve,5,-0.7224
curve,5,-0.7084
curve,5,-0.7803
curve,5,-0.7743
curve,5,-0.6737500000000001
curve,5,-0.676
curve,5,-0.51875
curve,5,-0.528
curve,5,-0.29
curve,5,-0.304
curve,5,-0.006499999999999999
curve,5,-0.024
curve,5,0.3373
curve,5,0.31755
straight,13,0.44195
straight,13,0.4212
curve,5,1.0959
curve,5,1.0764
exception,5,1.58625
exception,5,1.548
exception,5,1.8772499999999999
exception,5,1.833
exception,5,1.8995
exception,5,1.89475
exception,5,1.88075
exception,5,1.8817499999999998
exception,5,1.77325
exception,5,1.781
exception,5,1.6059999999999999
exception,5,1.6184999999999998
exception,5,1.398
exception,5,1.4137499999999998
exception,5,1.35525
exception,5,1.3725
exception,5,1.01475
exception,5,1.0325
exception,5,0.81025
exception,5,0.82875
curve,5,0.6487499999999999
curve,5,0.6599999999999999
curve,5,0.5880000000000001
curve,5,0.5925
curve,5,0.598
curve,5,0.6
curve,5,0.5745000000000001
curve,5,0.5760000000000001
curve,5,0.5505000000000001
curve,5,0.552
curve,5,0.5265000000000001
curve,5,0.528
curve,5,0.511
curve,5,0.512
curve,5,0.4865
curve,5,0.488
curve,5,0.454
curve,5,0.456
curve,5,0.4305
curve,5,0.432
curve,5,0.398
curve,5,0.4
curve,5,0.366
curve,5,0.368
curve,5,0.3255
curve,5,0.328
curve,5,0.277
curve,5,0.28
curve,5,0.229
curve,5,0.232
curve,5,0.1725
curve,5,0.176
curve,5,0.127
curve,5,0.1305
curve,5,0.06609999999999999
curve,5,0.0696
curve,5,-0.004
curve,5,-0.0
curve,5,-0.0679
curve,5,-0.0644
curve,5,-0.1336
curve,5,-0.13
curve,5,-0.183
curve,5,-0.18
curve,5,-0.2118
curve,5,-0.21
straight,13,-0.1193
straight,13,-0.1188
straight,13,-0.1129
straight,13,-0.1134
curve,5,-0.2842
curve,5,-0.28
curve,5,-0.3837
curve,5,-0.3772
curve,5,-0.3843
curve,5,-0.3828
curve,5,-0.346
curve,5,-0.348
curve,5,-0.32039999999999996
curve,5,-0.32189999999999996
curve,5,-0.2989
curve,5,-0.30015
curve,5,-0.28635
curve,5,-0.28709999999999997
curve,5,-0.2733
curve,5,-0.27404999999999996
curve,5,-0.26485
curve,5,-0.26535
curve,5,-0.25615
curve,5,-0.25665
curve,5,-0.25205
curve,5,-0.25229999999999997
curve,5,-0.24309999999999998
curve,5,-0.24359999999999998
curve,5,-0.24359999999999998
curve,5,-0.24359999999999998
curve,5,-0.2344
curve,5,-0.2349
curve,5,-0.2349
curve,5,-0.2349
curve,5,-0.22569999999999998
curve,5,-0.22619999999999998
curve,5,-0.22619999999999998
curve,5,-0.22619999999999998
curve,5,-0.2216
curve,5,-0.22185
curve,5,-0.21724999999999997
curve,5,-0.21749999999999997
curve,5,-0.21749999999999997
curve,5,-0.21749999999999997
curve,5,-0.20829999999999999
curve,5,-0.20879999999999999
curve,5,-0.20879999999999999
curve,5,-0.20879999999999999
curve,5,-0.20879999999999999
curve,5,-0.20879999999999999
curve,5,-0.2042
curve,5,-0.20445
curve,5,-0.19985
curve,5,-0.2001
curve,5,-0.2001
curve,5,-0.2001
curve,5,-0.19549999999999998
curve,5,-0.19574999999999998
curve,5,-0.19115
curve,5,-0.1914
curve,5,-0.1914
curve,5,-0.2024
curve,5,-0.2024
curve,5,-0.19755
curve,5,-0.1978
curve,5,-0.19294999999999998
curve,5,-0.19319999999999998
curve,5,-0.19319999999999998
curve,5,-0.19319999999999998
curve,5,-0.18835
curve,5,-0.1886
curve,5,-0.18375
curve,5,-0.184
curve,5,-0.184
curve,5,-0.184
curve,5,-0.17915
curve,5,-0.1794
curve,5,-0.17455
curve,5,-0.1748
curve,5,-0.1748
curve,5,-0.1748
curve,5,-0.1651
curve,5,-0.1656
curve,5,-0.1656
curve,5,-0.1656
curve,5,-0.16075
curve,5,-0.161
curve,5,-0.15614999999999998
curve,5,-0.15639999999999998
curve,5,-0.15639999999999998
curve,5,-0.15639999999999998
curve,5,-0.1467
curve,5,-0.1472
curve,5,-0.1472
curve,5,-0.1472
curve,5,-0.1375
curve,5,-0.138
curve,5,-0.138
curve,5,-0.138
curve,5,-0.1283
curve,5,-0.1288
curve,5,-0.1288
curve,5,-0.1288
curve,5,-0.1191
curve,5,-0.1196
curve,5,-0.1196
curve,5,-0.1196
curve,5,-0.1099
curve,5,-0.1104
curve,5,-0.10555
curve,5,-0.1058
curve,5,-0.10095
curve,5,-0.1012
curve,5,-0.0915
curve,5,-0.092
curve,5,-0.0823
curve,5,-0.0828
curve,5,-0.0828
curve,5,-0.0828
curve,5,-0.0731
curve,5,-0.0736
curve,5,-0.0694
curve,5,-0.07
curve,5,-0.06470000000000001
curve,5,-0.065
curve,5,-0.059699999999999996
curve,5,-0.06
curve,5,-0.0494
curve,5,-0.05
curve,5,-0.0394
curve,5,-0.04
curve,5,-0.0347
curve,5,-0.035
curve,5,-0.029699999999999997
curve,5,-0.03
curve,5,-0.0194
curve,5,-0.02
curve,5,-0.0147
curve,5,-0.015
curve,5,-0.0097
curve,5,-0.01
curve,5,0.0006
curve,5,-0.0
curve,5,0.0053
curve,5,0.005
curve,5,0.0103
curve,5,0.01
curve,5,0.01
curve,5,0.01
curve,5,0.0206
curve,5,0.02
curve,5,0.02
curve,5,0.02
curve,5,0.025300000000000003
curve,5,0.025
curve,5,0.025
curve,5,0.0303
curve,5,0.03
curve,5,0.03
curve,5,0.03
curve,5,0.035300000000000005
curve,5,0.035
curve,5,0.035
curve,5,0.035
curve,5,0.035
curve,5,0.0403
curve,5,0.04
curve,5,0.04
curve,5,0.04
curve,5,0.04
curve,5,0.04
curve,5,0.04
curve,5,0.04
curve,5,0.04
curve,5,0.04
curve,5,0.04
curve,5,0.0453
curve,5,0.045
curve,5,0.045
curve,5,0.045
curve,5,0.045
straight,13,0.024300000000000002
straight,13,0.024300000000000002
straight,13,0.024300000000000002
curve,5,0.045
straight,13,0.03315
straight,13,0.0324
straight,13,0.0324
straight,13,0.04125
straight,13,0.0405
straight,13,0.049350000000000005
straight,13,0.048600000000000004
curve,5,0.10060000000000001
curve,5,0.1
curve,5,0.1106
curve,5,0.11
curve,5,0.1047
curve,5,0.105
curve,5,0.09970000000000001
curve,5,0.1
curve,5,0.1
curve,5,0.1
curve,5,0.1
curve,5,0.1
curve,5,0.0947
curve,5,0.095
curve,5,0.095
curve,5,0.095
curve,5,0.0897
curve,5,0.09
curve,5,0.09
curve,5,0.09
curve,5,0.09
curve,5,0.09
curve,5,0.08470000000000001
curve,5,0.085
curve,5,0.085
curve,5,0.085
curve,5,0.07970000000000001
curve,5,0.08
curve,5,0.08
curve,5,0.08
curve,5,0.08
curve,5,0.0906
curve,5,0.14300000000000002
curve,5,0.14
curve,5,0.14
curve,5,0.2619
curve,5,0.4193
curve,5,0.41000000000000003
curve,5,0.6379
curve,5,0.625
curve,5,0.77835
curve,5,0.7656
curve,5,1.037
curve,5,1.0222499999999999
curve,5,1.2205
curve,5,1.204
curve,5,1.204
exception,5,1.40475
exception,5,1.6714999999999998
exception,5,1.6537499999999998
exception,5,1.6537499999999998
exception,5,1.70275
exception,5,1.8969999999999998
exception,5,1.8817499999999998
exception,5,1.96925
exception,5,1.9629999999999999
exception,5,2.0084999999999997
exception,5,2.0052499999999998
exception,5,1.99125
exception,5,1.9922499999999999
exception,5,1.9257499999999999
exception,5,1.9304999999999999
exception,5,1.7834999999999999
exception,5,1.7939999999999998
exception,5,1.5384999999999998
exception,5,1.5567499999999999
exception,5,1.5567499999999999
exception,5,1.26275
exception,5,1.28375
exception,5,1.0525
exception,5,1.0745
exception,5,0.7145
exception,5,0.7385
curve,5,0.38725
curve,5,0.4125
curve,5,0.012499999999999997
curve,5,0.0375
curve,5,-0.4002
curve,5,-0.3772
curve,5,-0.7458
curve,5,-0.7268
curve,5,-0.8614999999999999
curve,5,-0.848
straight,9,-0.5841999999999999
straight,9,-0.5781999999999999
straight,9,-0.5512
straight,9,-0.5537
curve,5,-0.6795
curve,5,-0.69
curve,5,-0.40199999999999997
curve,5,-0.42
curve,5,0.072
curve,5,0.041249999999999995
curve,5,0.749
curve,5,0.713
curve,5,1.36775
curve,5,1.334
straight,9,1.0723
straight,9,1.0388
exception,5,2.087
exception,5,2.064
exception,5,1.964
exception,5,1.9435
missing,-0.6,1
missing,-0.6,1
exception,5,2.052
exception,5,2.04425
exception,5,1.97075
exception,5,1.976
exception,5,1.9235
exception,5,1.92725
exception,5,1.76275
exception,5,1.7745
exception,5,1.5155
exception,5,1.534
exception,5,1.275
exception,5,1.2934999999999999
exception,5,1.1980000000000002
exception,5,1.211
exception,5,1.07975
exception,5,1.0885
exception,5,0.9835
exception,5,0.9905
exception,5,0.8855000000000001
exception,5,0.8925000000000001
exception,5,0.76875
exception,5,0.777
exception,5,0.612
exception,5,0.623
curve,5,0.45149999999999996
curve,5,0.46499999999999997
curve,5,0.21299999999999997
curve,5,0.22874999999999998
curve,5,-0.04325
curve,5,-0.02625
curve,5,-0.32484999999999997
curve,5,-0.30884999999999996
curve,5,-0.6518
curve,5,-0.635
curve,5,-0.8575999999999999
curve,5,-0.845
curve,5,-0.8363499999999999
curve,5,-0.83085
curve,5,-0.82165
curve,5,-0.8221499999999999
curve,5,-0.8221499999999999
curve,5,-0.67525
curve,5,-0.5185000000000001
curve,5,-0.528
curve,5,-0.528
curve,5,-0.4175
curve,5,-0.424
curve,5,-0.4105
curve,5,-0.41324999999999995
curve,5,-0.40865
curve,5,-0.4089
curve,5,-0.43649999999999994
curve,5,-0.43499999999999994
curve,5,-0.49019999999999997
curve,5,-0.48719999999999997
curve,5,-0.5245
curve,5,-0.52
curve,5,-0.605
curve,5,-0.6
curve,5,-0.7104999999999999
curve,5,-0.704
curve,5,-0.8315
curve,5,-0.8240000000000001
curve,5,-0.9557500000000001
curve,5,-0.9480000000000001
straight,9,-0.6724499999999999
straight,9,-0.6639499999999999
exception,5,-1.14825
exception,5,-1.14
exception,5,-1.376
exception,5,-1.3612499999999998
exception,5,-1.38625
exception,5,-1.3715
exception,5,-1.466
exception,5,-1.45925
exception,5,-1.51175
exception,5,-1.508
exception,5,-1.508
exception,5,-1.508
exception,5,-1.4204999999999999
exception,5,-1.42675
exception,5,-1.26575
exception,5,-1.27725
exception,5,-1.1355
exception,5,-1.1515
exception,5,-0.8665
exception,5,-0.8855000000000001
exception,5,-0.5892499999999999
exception,5,-0.609
curve,5,-0.32449999999999996
curve,5,-0.345
curve,5,-0.03699999999999999
curve,5,-0.056249999999999994
curve,5,0.24755
curve,5,0.23054999999999998
curve,5,0.23054999999999998
curve,5,0.5512
curve,5,0.66195
curve,5,0.6532
curve,5,0.7097
curve,5,0.7047
curve,5,0.6565
curve,5,0.656
curve,5,0.656
curve,5,0.5497500000000001
curve,5,0.556
curve,5,0.39025000000000004
curve,5,0.4
curve,5,0.18325
curve,5,0.196
curve,5,-0.07665
curve,5,-0.060899999999999996
straight,13,-0.24135
straight,13,-0.22410000000000002
curve,5,-0.7212999999999999
curve,5,-0.7038
curve,5,-0.9783499999999999
curve,5,-0.9613499999999999
exception,5,-1.2727499999999998
exception,5,-1.2449999999999999
exception,5,-1.4849999999999999
exception,5,-1.456
exception,5,-1.547
exception,5,-1.5405
exception,5,-1.544
exception,5,-1.54375
exception,5,-1.4597499999999999
exception,5,-1.4657499999999999
exception,5,-1.29775
exception,5,-1.30975
exception,5,-1.1705
exception,5,-1.1865
exception,5,-0.8865
exception,5,-0.9065
exception,5,-0.5652499999999999
exception,5,-0.588
curve,5,-0.23800000000000002
curve,5,-0.2625
curve,5,0.14925
curve,5,0.124
curve,5,0.6532
curve,5,0.625
curve,5,0.9301499999999999
curve,5,0.9091499999999999
straight,9,0.6794499999999999
straight,9,0.6639499999999999
exception,5,1.12025
exception,5,1.11375
exception,5,1.13775
exception,5,1.13625
exception,5,0.9930000000000001
exception,5,0.9975
exception,5,0.78
exception,5,0.7945
curve,5,0.54725
curve,5,0.56625
curve,5,0.21425
curve,5,0.23625
curve,5,-0.12775
curve,5,-0.105
curve,5,-0.545
curve,5,-0.522
curve,5,-1.0505
curve,5,-1.025
curve,5,-1.2045499999999998
curve,5,-1.1875499999999999
straight,9,-0.77415
straight,9,-0.7644
exception,5,-1.2179999999999997
exception,5,-1.2149999999999999
exception,5,-1.343
exception,5,-1.335
exception,5,-1.4629999999999999
exception,5,-1.4549999999999998
exception,5,-1.351
exception,5,-1.3575
exception,5,-1.1735
exception,5,-1.185
exception,5,-0.8772500000000001
exception,5,-0.8925000000000001
curve,5,-0.68025
curve,5,-0.6975
curve,5,-0.4255
curve,5,-0.4425
curve,5,-0.1915
curve,5,-0.20800000000000002
curve,5,0.0406
curve,5,0.026099999999999998
curve,5,0.2897
curve,5,0.275
curve,5,0.42274999999999996
curve,5,0.414
curve,5,0.414
curve,5,0.4743
curve,5,0.432
curve,5,0.432
curve,5,0.432
curve,5,0.364
curve,5,0.368
curve,5,0.2575
curve,5,0.264
curve,5,0.1195
curve,5,0.128
curve,5,-0.054
curve,5,-0.0435
curve,5,-0.25455
curve,5,-0.2438
curve,5,-0.4929
curve,5,-0.48
curve,5,-0.6761
curve,5,-0.665
curve,5,-0.7476
curve,5,-0.7406
curve,5,-0.76935
curve,5,-0.7656
curve,5,-0.7794
curve,5,-0.77865
curve,5,-0.75105
curve,5,-0.7525499999999999
curve,5,-0.69275
curve,5,-0.696
curve,5,-0.6132
curve,5,-0.6176999999999999
curve,5,-0.5165000000000001
curve,5,-0.522
curve,5,-0.4346
curve,5,-0.43934999999999996
curve,5,-0.41174999999999995
curve,5,-0.41324999999999995
curve,5,-0.4362499999999999
curve,5,-0.43499999999999994
curve,5,-0.504
curve,5,-0.50025
curve,5,-0.5784499999999999
curve,5,-0.5741999999999999
curve,5,-0.613
curve,5,-0.608
curve,5,-0.6930000000000001
curve,5,-0.6880000000000001
curve,5,-0.77725
curve,5,-0.772
curve,5,-0.8654999999999999
curve,5,-0.86
curve,5,-0.94925
curve,5,-0.9440000000000001
exception,5,-0.965
exception,5,-0.96
exception,5,-1.028
exception,5,-1.02375
exception,5,-1.08775
exception,5,-1.08375
exception,5,-1.1317499999999998
exception,5,-1.12875
exception,5,-1.12875
exception,5,-1.14475
exception,5,-1.0375
exception,5,-1.0395
exception,5,-0.95325
exception,5,-0.9590000000000001
exception,5,-0.9590000000000001
exception,5,-0.8165000000000001
exception,5,-0.6769999999999999
exception,5,-0.69
exception,5,-0.69
curve,5,-0.43399999999999994
curve,5,-0.44999999999999996
curve,5,-0.182
curve,5,-0.19874999999999998
curve,5,0.094
curve,5,0.076
curve,5,0.4366
curve,5,0.41859999999999997
curve,5,0.8048000000000001
curve,5,0.785
curve,5,0.92675
curve,5,0.9135
curve,5,0.9844999999999999
curve,5,0.976
curve,5,1.0015
curve,5,1.0
curve,5,0.9277500000000001
curve,5,0.932
curve,5,0.7705000000000001
curve,5,0.78
curve,5,0.5505000000000001
curve,5,0.5640000000000001
curve,5,0.27075000000000005
curve,5,0.28800000000000003
curve,5,-0.050199999999999995
curve,5,-0.030449999999999998
straight,13,-0.26375000000000004
straight,13,-0.24300000000000002
curve,5,-0.7595
curve,5,-0.7394999999999999
curve,5,-0.986
curve,5,-0.968
exception,5,-1.3195
exception,5,-1.29375
exception,5,-1.4537499999999999
exception,5,-1.43
exception,5,-1.5105
exception,5,-1.50475
exception,5,-1.4942499999999999
exception,5,-1.4949999999999999
exception,5,-1.39
exception,5,-1.3975
exception,5,-1.29875
exception,5,-1.3125
exception,5,-1.0275
exception,5,-1.0465
exception,5,-0.6940000000000001
exception,5,-0.7175
curve,5,-0.34075
curve,5,-0.3675
curve,5,0.10049999999999999
curve,5,0.07125
curve,5,0.6346499999999999
curve,5,0.6046499999999999
curve,5,1.1631999999999998
curve,5,1.1361999999999999
curve,5,1.42865
curve,5,1.4094
exception,5,1.315
exception,5,1.3087499999999999
exception,5,1.24875
exception,5,1.2525
exception,5,1.0925
exception,5,1.1025
exception,5,0.8825
exception,5,0.89625
curve,5,0.64025
curve,5,0.65625
curve,5,0.35625
curve,5,0.375
curve,5,0.06425
curve,5,0.084
curve,5,-0.2817
curve,5,-0.2622
curve,5,-0.656
curve,5,-0.635
curve,5,-0.8100499999999999
curve,5,-0.7960499999999999
curve,5,-0.88925
curve,5,-0.88
curve,5,-0.9437500000000001
curve,5,-0.9400000000000001
curve,5,-0.9400000000000001
curve,5,-0.9400000000000001
curve,5,-0.8212499999999999
curve,5,-0.825
curve,5,-0.713
curve,5,-0.72
curve,5,-0.58
curve,5,-0.58875
curve,5,-0.42475
curve,5,-0.435
curve,5,-0.28125
curve,5,-0.292
curve,5,-0.10925
curve,5,-0.12
curve,5,0.0535
curve,5,0.0435
curve,5,0.24080000000000001
curve,5,0.23
straight,13,0.195
straight,13,0.189
curve,5,0.4348
curve,5,0.43
curve,5,0.46609999999999996
