epoch,loss
4,17.865036568446122
5,17.283394017739024
6,18.165957149721887
7,20.632837003869973
8,35.66256001126389
9,17.11768863105727
10,21.104437282080706
11,38.12207537329951
12,19.93048768010535
13,19.061363069760233
14,16.928129644409236
15,17.893058038040582
16,17.04460239227817
17,17.966808902121816
18,20.11122909264838
19,33.84007693869853
20,118.59009914524235
21,17.96149460070218
22,17.818536333474718
23,17.798471346203048
24,25.69575053082389
25,17.599059902396597
26,16.706811700885005
27,16.749533316186767
28,16.698721535827804
29,16.69862105040682
30,16.698433670012847
31,16.69830911150092
32,16.69828393654861
33,16.698354884569824
34,16.698504517554294
35,16.698717946827177
36,16.69897615838899
37,16.69926318443811
38,16.699568794296663
39,16.699882075956218
40,16.700196608253147
41,16.700506446860995
42,16.70080679018978
43,16.70109679541098
44,16.701372948913235
45,16.70163409476695
46,16.701878745800894
47,16.70210991252081
48,16.702324442477096
49,16.702522695771318
50,16.70270848392027
51,16.702879627231553
52,16.703036155860886
53,16.70318172253639
54,16.703314580700614
55,16.70343686575475
56,16.703550330852803
57,16.70365112195373
58,16.70374611361696
59,16.70383139655524
60,16.703909597849186
61,16.70398175527927
62,16.704045484895293
63,16.704104138457257
64,16.704158527342226
65,16.70420770447245
66,16.704251413288794
67,16.70429250586174
68,16.70432849458084
69,16.704362737802647
70,16.704392692552723
71,16.704420847383883
72,16.70444578615573
73,16.704467815608375
74,16.70448833303489
75,16.704507374951962
76,16.704524275342468
77,16.704540362471178
78,16.70455382416842
79,16.70456646930559
80,16.704577803847346
81,16.70458873529208
82,16.70459818392403
83,16.7046067276491
84,16.70461364579295
85,16.704620932166286
86,16.70462814574185
87,16.704632691715073
88,16.704639005566776
89,16.704643121821135
90,16.704646245292995
91,16.704651798655394
92,16.704654290977675
93,16.704658279777043
94,16.704662065260965
95,16.704663819475137
96,16.70466637470034
97,16.704668500206687
98,16.704669994799044
99,16.70467178647226
100,16.70467391409893
101,16.70467449789462
102,16.704675761371732
103,16.70467798135026
104,16.70467862969802
105,16.70467948089004
106,16.70468027907398
107,16.70468143276546
108,16.704682630512554
109,16.704682080877628
110,16.704683854881484
111,16.704684196017947
112,16.70468474188341
113,16.704684648589183
114,16.70468516665485
115,16.704684935539607
116,16.704685969786212
117,16.7046862687518
118,16.70468681720877
119,16.704686135171432
120,16.704687198866967
121,16.704686801895324
122,16.704687142089423
123,16.7046875602643
124,16.704687737193503
125,16.70468694112989
126,16.70468825478799
127,16.704688360804155
128,16.70468804369802
129,16.704687719759733
130,16.7046888517768
131,16.704688152541284
132,16.70468830473338
133,16.704688413341056
134,16.704688453156017
135,16.704688476950754
136,16.704688633147907
137,16.704688357977055
138,16.704688744347084
139,16.70468879570603
140,16.704688115789015
141,16.704688570480574
142,16.70468916016605
143,16.7046886748476
144,16.704688464228816
145,16.704688373761687
146,16.704689308588684
147,16.704688623017475
148,16.704688619719192
149,16.704688144531175
150,16.70468868639158
151,16.704688567417882
152,16.704688567417882
153,16.704688569538206
154,16.70468856671111
155,16.704687938859813
156,16.704687931320883
157,16.704688667308673
158,16.704688668015446
159,16.704688668015446
160,16.704688668015446
161,16.704688668015446
162,16.704688621132743
163,16.704688621132743
164,16.70468862395984
165,16.70468862395984
166,16.70468862395984
167,16.70468862395984
168,16.70468862395984
169,16.70468862254629
170,16.7046883982632
171,16.7046883982632
172,16.7046883982632
173,16.70468840132589
174,16.70468840132589
175,16.70468840132589
176,16.704688398969974
177,16.704688398969974
178,16.704688398969974
179,16.704688398969974
180,16.704688398969974
181,16.704688398969974
182,16.704688398969974
183,16.704688398969974
184,16.704688398969974
185,16.704688398969974
186,16.704688398969974
187,16.704688398969974
188,16.704688398969974
189,16.704688398969974
190,16.704688398969974
191,16.704688398969974
192,16.704688398969974
193,16.704688398969974
194,16.704688398969974
195,16.704688398969974
196,16.704688398969974
197,16.704688398969974
198,16.704688398969974
199,16.704688398969974
200,16.704688398969974
201,16.704688398969974
202,16.704688398969974
203,16.704688398969974
204,16.704688398969974
205,16.704688398969974
206,16.704688398969974
207,16.704688398969974
208,16.704688398969974
209,16.704688398969974
210,16.704688398969974
211,16.704688398969974
212,16.704688398969974
213,16.704688398969974
214,16.704688398969974
215,16.704688398969974
216,16.704688398969974
217,16.704688398969974
218,16.704688398969974
219,16.704688398969974
220,16.704688398969974
221,16.704688398969974
222,16.704688398969974
223,16.704688398969974
224,16.704688398969974
225,16.704688398969974
226,16.704688398969974
227,16.704688398969974
228,16.704688398969974
229,16.704688398969974
230,16.704688398969974
231,16.704688398969974
232,16.704688398969974
233,16.704688398969974
234,16.704688398969974
235,16.704688398969974
236,16.704688398969974
237,16.704688398969974
238,16.704688398969974
