epoch,loss
239,15.742759798393875
240,15.74275034763774
241,15.742740631103516
242,15.742730414281127
243,15.74272126057109
244,15.742712861201802
245,15.742706326187633
246,15.742699791173466
247,15.742693420316352
248,15.74268838225818
249,15.742685020947066
250,15.742680162679953
251,15.742676559041758
252,15.742674053692427
253,15.742670926891389
254,15.742668331646529
255,15.742666580637948
256,15.742665560519109
257,15.742666232781332
258,15.742665103224457
259,15.742664133916136
260,15.742664513040761
261,15.742664391877222
262,15.742665130583966
263,15.742666752612005
264,15.74266715909614
265,15.742668081502446
266,15.742670692381312
