epoch,loss
8,3.126444963164144
9,2.060702678546925
10,1.6809761059280914
11,1.2954806943532562
12,1.3655840400235513
13,1.1906690252642629
14,1.0332609080423802
15,0.7406908296203861
16,0.7826009611173321
17,0.5525809448421177
18,0.5707022533491034
19,0.46312386235689257
20,0.40761825966972937
21,0.42538397377741505
22,0.7346291963263775
23,0.41077715059664033
24,0.3810086768998965
25,0.46308331125742785
26,0.7834627225615255
27,0.37855619947346353
28,0.776576965883138
29,0.38869968446858977
30,0.3194886965087854
31,0.33262450116786796
32,0.29672847745512887
33,0.44187346917912257
34,0.3854893582148799
35,0.3683195905948805
36,0.2257106050994566
37,0.1867546909729123
38,0.3715560352100076
39,0.25207159896504827
40,0.25501357817165227
41,0.20765218955748316
42,0.22452679498651365
43,0.16760893231080942
44,0.21227437551655315
45,0.3017696366304735
46,0.3039059392810156
47,0.2025210624399312
48,0.17282676321895968
49,0.17079512235244246
50,0.20683948487520032
51,0.15608661357814083
52,0.1594781507500983
53,0.12886585104668988
54,0.12992826927055612
55,0.12971520952394117
56,0.07949655083681877
57,0.9330004621470542
58,0.16702276339069708
59,0.12693745736582177
60,0.07463613614190306
61,0.09885812396399786
62,0.09047319452298233
63,0.04347193428190908
64,0.11975900353939385
65,0.20047770295385545
66,0.10789023871670249
67,0.07038315621389771
68,0.09047867204716833
69,0.08328710295287253
70,0.08861882154020044
71,0.08550406591575263
72,0.05698381155381765
73,0.04846114149685622
74,0.09270634991649104
75,0.10145577311239021
76,0.06662481981716813
77,0.0687428629072177
78,0.04947620878282146
79,0.04960064476996023
80,0.0483941859126113
81,0.0673716101791314
82,0.058604794322869504
83,0.0658197552973616
84,0.049705628206171124
85,0.046691573988357805
86,0.0822601085405963
87,0.11537081716367077
88,0.09240666036748198
89,0.07012558201016106
90,0.04505614345792989
91,0.07299734413433905
92,0.03611902085408997
93,0.06627700446131224
94,0.03854157704846922
95,0.041931420853629345
96,0.07015025403113984
97,0.10595303687444203
98,0.11794438722626609
99,0.11139859367347171
100,0.05762069906292835
